Protein_A,Protein_B,label
P26651,Q9BWF3,0
Q8WXF0,Q9H9Z2,1
Q86SG3,Q9GZT3,0
Q7Z2W4,Q9H9Z2,1
Q05519,Q8WXF0,1
O95319,Q7Z2T5,0
P55795,Q15365,0
P21399,Q92879,0
O75152,Q9UPT8,0
Q8NDT2,Q9NQS3,0
O15541,Q86U06,0
P10155,P84103,1
P63162,Q15365,0
Q07955,Q15397,1
Q13243,Q15397,1
Q96J87,Q9BYG3,0
Q7Z2W4,Q9H9Z2,1
Q15397,Q9H9Z2,1
A6NDE4,P26651,0
O75152,Q9BRL6,0
Q08170,Q96QC0,0
Q99973,Q9NXG2,0
Q07955,Q15365,0
Q15415,Q96K80,0
O14979,Q96K80,0
Q8N5P1,Q9NXG2,1
P55795,Q9NXG2,0
Q13064,Q92879,0
Q8N2M8,Q9UPT8,0
Q13117,Q460N5,0
Q86U06,Q9UPS6,0
Q15397,Q9H9Z2,1
Q08170,Q9Y2T7,1
Q8IX01,Q9BZC1,0
Q07955,Q15397,1
Q9BYG3,Q9Y2T7,1
Q9H361,Q9UNW9,0
Q13243,Q15397,1
P08621,P63162,1
P55795,Q8N5P1,0
Q7Z2W4,Q96K80,1
Q13243,Q15397,1
Q13243,Q9BYG3,1
Q05519,Q86SG3,0
Q14151,Q8WXF0,0
Q15397,Q9H9Z2,1
P79522,Q8N5P1,1
Q07955,Q7Z2W4,1
P48200,Q9H9Z2,1
O75152,Q14151,1
P08621,P41214,0
Q86U06,Q8WXF0,0
P48200,Q01130,0
P48200,Q86TM3,0
P84103,Q08170,1
P26651,Q9NQZ3,0
Q12872,Q16587,0
Q8N5P1,Q9Y2T7,1
Q8WXF0,Q9UPN6,0
Q13117,Q9H361,0
Q14151,Q8WVV9,0
P26651,P52597,0
Q13243,Q15397,1
O95104,O95758,0
Q08170,Q13243,1
Q14493,Q8WXF0,0
P57052,Q9NQS3,0
Q15397,Q9BWF3,1
Q07955,Q9BYG3,1
P08621,Q6ZN04,0
O75152,Q14151,1
Q13243,Q15397,1
P79522,Q86TM3,0
Q07955,Q7Z2W4,1
Q13243,Q9BYG3,1
O75494,Q9UPN6,0
Q16600,Q9BZC1,0
Q08170,Q13243,1
P98179,Q8IWZ8,0
O15042,O75494,0
P79522,Q8N5P1,1
P84103,Q8WVV9,0
Q8WXF0,Q9H9Z2,1
Q86V81,Q9H0L4,0
Q8IWZ8,Q8N6W0,0
Q7Z2W4,Q9BYG3,1
Q9BRL6,Q9BYG3,0
Q8N5P1,Q9NXG2,1
Q92945,Q96K80,0
O60812,O75152,1
Q9BYG3,Q9Y2T7,1
Q8WU68,Q9NXG2,0
Q9H9Z2,Q9NXG2,1
Q92945,Q9H9Z2,0
O60812,O75152,1
O75152,Q53GL7,0
A6NDE4,Q86SG3,0
Q7Z2W4,Q9BYG3,1
Q13243,Q96K80,1
A6NDE4,P41214,0
Q13243,Q9H9Z2,1
Q9BWF3,Q9NR90,0
O75494,Q7Z2T5,0
Q8N2M8,Q9BTD8,0
Q7Z2W4,Q9BYG3,1
Q13064,Q86U42,0
Q9H361,Q9NXG2,0
P84103,Q15397,1
O95319,Q8N5P1,0
P04406,Q9BTD8,0
Q15415,Q9NQZ3,0
Q13243,Q7Z2W4,1
Q13064,Q9UPT8,0
P08621,P63162,1
P10155,P84103,1
Q9BYG3,Q9Y2T7,1
O15504,Q92945,0
Q9BYG3,Q9H9Z2,1
Q08170,Q8WXF0,1
Q7Z2T5,Q9BYG3,0
P55795,Q96QC0,0
Q16629,Q9H9Z2,0
P21399,Q16600,0
Q13243,Q9H9Z2,1
P79522,Q7Z2W4,1
Q9H9Z2,Q9NXG2,1
O60812,Q96K80,1
Q7Z2W4,Q9H9Z2,1
P09012,P63162,1
Q08170,Q9Y2T7,1
P26368,P47974,0
Q13243,Q16629,0
P84103,Q8WXF0,1
P55795,Q8WXF0,0
Q13243,Q7Z2W4,1
Q12872,Q86SG3,0
Q7Z2W4,Q96K80,1
P41214,P55795,0
P41214,Q9BYG3,0
Q8WXF0,Q9H9Z2,1
Q07955,Q13243,1
Q13242,Q9BRL6,0
Q05519,Q9Y4F3,0
P48200,Q86V81,1
P84103,Q8WXF0,1
O75152,P84103,1
O60812,Q96K80,1
Q08170,Q13243,1
O95104,Q53GL7,0
P48200,Q9H9Z2,1
O60812,Q96K80,1
Q14493,Q9BZC1,0
Q05519,Q08170,1
P60484,Q4VXU2,0
Q16600,Q460N5,0
Q9BYG3,Q9NWB1,0
P79522,Q8N5P1,1
Q86TM3,Q8WU68,0
O15541,Q96QC0,0
Q13064,Q16629,0
P48200,Q9H9Z2,1
P21399,Q9BRA0,0
Q07955,Q9GZT3,0
O75152,Q96J87,0
Q6ZN04,Q9BX46,0
P21399,P47974,0
O75152,Q16587,0
O15541,O95218,0
P09012,P63162,1
Q8N5P1,Q9H9Z2,1
Q9BYG3,Q9Y2T7,1
O75152,P84103,1
Q7Z2W4,Q96K80,1
Q07955,Q8N5P1,1
Q8N5P1,Q9Y2T7,1
Q15397,Q9BWF3,1
Q13243,Q96K80,1
Q05519,Q8WXA9,0
O95218,Q9NQZ3,0
Q8N5P1,Q9NXG2,1
Q8N5P1,Q9Y2T7,1
P09012,Q8WXF0,0
Q8WU68,Q9NQS3,0
P84103,Q15397,1
O75494,Q9BTD8,0
P26651,Q9H0L4,0
Q96K80,Q9Y4F3,0
P0DJD3,Q86U42,0
Q86U42,Q8IX01,0
P47974,Q9UPN6,0
Q8N6W0,Q9H361,0
P84103,Q08170,1
Q16587,Q86V81,0
Q15397,Q7Z2W4,1
P09012,Q9UPS6,0
P79522,Q8N5P1,1
Q05519,Q13242,1
P48200,Q86V81,1
P0DJD3,P48200,0
O75152,Q8IX01,0
O75152,Q14151,1
O15541,P79522,0
P08621,Q8WXF0,1
O15047,Q8N6W0,0
P41214,Q460N5,0
Q07955,Q9BYG3,1
Q05519,Q08170,1
Q9BTD8,Q9UNW9,0
Q13243,Q9H9Z2,1
Q13243,Q8N2M8,0
O14979,Q9NQS3,0
O15541,Q86V81,0
Q9H9Z2,Q9NXG2,1
Q7Z2W4,Q96K80,1
Q07955,Q9NWB1,0
Q9BZC1,Q9NXG2,0
Q9H9Z2,Q9NXG2,1
Q08170,Q12872,0
P09012,Q16587,0
O60812,Q96K80,1
Q96J87,Q9UPT8,0
Q05519,Q08170,1
Q07955,Q9BX46,0
Q08170,Q9Y2T7,1
Q9BYG3,Q9Y2T7,1
P26651,Q8N6W0,0
O95218,P55795,0
A6NDE4,P60484,0
Q86V81,Q9Y2T7,0
A6NDE4,Q9UPN6,0
O60812,Q96K80,1
P10155,P84103,1
Q07955,Q15397,1
Q9NXG2,Q9UPT8,0
Q07955,Q7Z2W4,1
P84103,Q08170,1
Q53GL7,Q96PK6,0
P47974,Q4VXU2,0
Q08170,Q8NDT2,0
P52597,Q07955,0
Q13243,Q15397,1
Q13243,Q9BYG3,1
Q05519,Q8WXF0,1
O75152,P52597,0
Q5SZQ8,Q9NQZ3,0
Q13117,Q8WXA9,0
Q08170,Q13243,1
Q15415,Q86V81,0
P60484,Q9UPN6,0
Q15397,Q9BYG3,1
P09651,Q8WVV9,0
Q13243,Q9BYG3,1
Q15365,Q99973,0
Q9H9Z2,Q9UPT8,0
P26368,Q9NWB1,0
Q13243,Q9BYG3,1
P63162,Q8NDT2,0
Q13243,Q9H9Z2,1
Q13064,Q96K80,0
P0DJD3,Q92879,0
Q8WU68,Q96J87,0
P10155,P84103,1
Q16587,Q9NWB1,0
O75152,Q8WU68,0
Q08170,Q9BZC1,0
Q08170,Q9Y2T7,1
P10155,P84103,1
Q07955,Q13243,1
Q07955,Q8N5P1,1
O75152,Q14151,1
O60812,Q5SZQ8,0
Q7Z2W4,Q9H9Z2,1
P26368,Q13117,0
Q9BYG3,Q9Y2T7,1
Q8N5P1,Q9Y2T7,1
Q8IX01,Q9UNW9,0
O15504,O95218,0
P57052,Q6ZN04,0
O15504,Q8WVV9,0
Q13243,Q15397,1
O43251,P41214,0
Q9BYG3,Q9Y2T7,1
Q16600,Q8N2M8,0
Q07955,Q9BYG3,1
Q12872,Q86V81,0
Q08170,Q96K80,1
Q8IWZ8,Q9BRA0,0
Q8NDT2,Q9BZC1,0
Q9BRA0,Q9H9Z2,0
P26368,P52597,0
Q9NQS3,Q9Y2T7,0
O75494,Q86SG3,0
O14979,P60484,0
O15541,Q9H361,0
P57052,Q9BZC1,0
P47974,Q13242,0
P04406,Q07955,0
P48200,Q9BRL6,0
Q13243,Q15397,1
Q13243,Q9BYG3,1
O95218,Q8IWZ8,0
P55795,Q8NDT2,0
Q07955,Q15397,1
P79522,Q8N5P1,1
O60812,P79522,0
Q08170,Q8WXF0,1
Q9BYG3,Q9Y2T7,1
Q15397,Q9H9Z2,1
O15042,Q96K80,0
P55795,Q13242,0
P55795,P57052,0
Q07955,Q7Z2W4,1
P08621,P09012,1
Q86SG3,Q9H9Z2,0
P84103,Q8WXF0,1
P09012,P63162,1
Q05519,Q08170,1
P08621,Q9BWF3,0
O15042,Q6ZN04,0
Q9H9Z2,Q9NXG2,1
P08621,Q86V81,0
Q08170,Q86U06,0
O95104,P08621,0
Q05519,Q13242,1
A6NDE4,Q12872,0
Q13243,Q15397,1
Q12872,Q5SZQ8,0
Q8N5P1,Q9NXG2,1
P08621,P63162,1
Q53GL7,Q9GZT3,0
O95218,Q13242,0
Q9BTD8,Q9NXG2,0
O95104,Q9NWB1,0
P0DJD3,Q16629,0
Q14493,Q9H0J9,0
O95319,Q01130,0
Q15415,Q9BZC1,0
Q96K80,Q9BYG3,1
O60812,O75152,1
Q16600,Q86SG3,0
P08621,P09012,1
O15541,P84103,0
P79522,Q8N5P1,1
O15047,Q86U06,0
Q08170,Q9Y2T7,1
Q13064,Q969L4,0
P57052,Q86U42,0
Q16629,Q460N5,0
P21399,Q8NDT2,0
Q7Z2W4,Q86U42,0
Q13247,Q8WXA9,0
P0DJD3,Q01130,0
Q15397,Q9H9Z2,1
Q8WXF0,Q9H9Z2,1
O15047,Q6ZN04,0
Q8N5P1,Q9H9Z2,1
P09651,P57052,0
P08621,Q8WXF0,1
Q08170,Q13243,1
Q01130,Q9NQS3,0
Q9BYG3,Q9Y2T7,1
O15504,Q9BWF3,0
P84103,Q9H361,0
P10155,P84103,1
O15042,Q13242,0
O43251,Q9BTD8,0
O15504,Q9H0L4,0
P21399,Q9UPT8,0
O60812,Q96K80,1
Q53GL7,Q9NXG2,0
Q8IX01,Q9BWF3,0
O95758,Q53GL7,0
P52597,Q9H0J9,0
P84103,Q8NDT2,0
Q460N5,Q9NR90,0
Q08170,Q9Y2T7,1
P98179,Q86TM3,0
Q9H361,Q9NQS3,0
Q15397,Q9BWF3,1
O14979,Q05519,0
Q13117,Q86V81,0
Q7Z2W4,Q9H9Z2,1
Q4VXU2,Q9GZT3,0
Q01130,Q9UPN6,0
A6NDE4,P48200,0
P10155,P84103,1
Q08170,Q8N5P1,0
Q07955,Q15397,1
Q05519,Q16629,0
P08621,P09012,1
Q8WXA9,Q9NR90,0
Q9H9Z2,Q9NXG2,1
Q9BYG3,Q9NQZ3,0
Q7Z2T5,Q9NQS3,0
O15541,Q15397,0
Q05519,Q13242,1
Q13242,Q9H9Z2,0
Q15397,Q9H9Z2,1
P08621,P09012,1
Q14151,Q9BRL6,0
O15047,Q8N2M8,0
Q8N5P1,Q9H9Z2,1
Q15397,Q96K80,1
Q15397,Q9BYG3,1
Q8N5P1,Q9Y2T7,1
Q05519,Q08170,1
Q13243,Q9H9Z2,1
P09651,Q9Y4F3,0
O95218,Q8IX01,0
O60812,Q96K80,1
Q9BYG3,Q9H9Z2,1
Q05519,Q08170,1
Q96J87,Q99973,0
Q07955,Q9H0L4,0
Q16587,Q8NDT2,0
O95758,Q9Y2T7,0
Q07955,Q9BYG3,1
P26368,Q9H361,0
Q9H9Z2,Q9NXG2,1
Q92879,Q9NQZ3,0
P0DJD3,P21399,0
Q14151,Q99973,0
Q7Z2W4,Q96K80,1
Q8WXF0,Q9H9Z2,1
P04406,Q6ZN04,0
P48200,Q9H9Z2,1
Q8N5P1,Q9NXG2,1
Q15397,Q460N5,0
Q14493,Q9H0L4,0
Q15365,Q9BWF3,0
P79522,Q8N5P1,1
Q13243,Q96K80,1
Q7Z2W4,Q96K80,1
Q13247,Q15415,0
Q9BTD8,Q9H361,0
Q7Z2T5,Q96QC0,0
P26368,Q8WXA9,0
Q16587,Q8WXA9,0
Q15365,Q9BZC1,0
Q86U42,Q9NXG2,0
Q9BYG3,Q9Y2T7,1
P26368,Q13247,0
Q13243,Q96K80,1
Q13247,Q8NDT2,0
Q15397,Q9H9Z2,1
Q9NXG2,Q9Y2T7,0
Q7Z2W4,Q9H9Z2,1
Q7Z2T5,Q96K80,0
Q07955,Q15397,1
Q07955,Q7Z2W4,1
Q86U42,Q9GZT3,0
O60812,O75152,1
A6NDE4,Q86U42,0
P84103,Q8WXF0,1
P52597,Q9H0L4,0
Q9BYG3,Q9Y2T7,1
O95758,Q9NWB1,0
P48200,Q86V81,1
Q13243,Q9BYG3,1
Q13243,Q9NQS3,0
Q13243,Q9H9Z2,1
O95319,P52597,0
P04406,P41214,0
P48200,Q9H9Z2,1
Q07955,Q7Z2W4,1
Q9UNW9,Q9Y2T7,0
Q16600,Q9Y2T7,0
Q92879,Q9BTD8,0
Q12872,Q13064,0
O95319,Q969L4,0
P09012,P63162,1
Q13242,Q6ZN04,0
P21399,Q6ZN04,0
P47974,P48200,0
Q8WXF0,Q9H9Z2,1
Q07955,Q9BYG3,1
Q13242,Q8N6W0,0
Q15397,Q7Z2W4,1
P10155,P84103,1
Q13243,Q15397,1
O60812,O75152,1
Q08170,Q13243,1
Q8WXF0,Q9H9Z2,1
Q9H361,Q9H9Z2,0
P09012,Q8WU68,0
O60812,O75152,1
P10155,Q13117,0
O60812,O75152,1
O95319,Q9NXG2,0
P04406,Q16600,0
Q96QC0,Q9NR90,0
P84103,Q15397,1
Q9BYG3,Q9H9Z2,1
O75152,Q14151,1
Q15397,Q7Z2W4,1
Q15365,Q8N6W0,0
O15047,Q07955,0
Q86U06,Q99973,0
Q96K80,Q9BYG3,1
Q8WXF0,Q9H9Z2,1
P08621,P47974,0
P84103,Q08170,1
P10155,Q9NXG2,0
O75152,Q9BRA0,0
A6NDE4,Q9BWF3,0
O60812,Q96K80,1
Q9BYG3,Q9H9Z2,1
Q7Z2W4,Q9BYG3,1
P79522,Q9UPT8,0
Q05519,Q08170,1
O95104,Q16600,0
Q12872,Q13247,0
P63162,Q16629,0
O75152,Q14151,1
Q8N5P1,Q9UNW9,0
P79522,Q7Z2W4,1
P09651,Q05519,0
Q9BYG3,Q9Y2T7,1
Q86TM3,Q9Y2T7,0
P79522,Q8N5P1,1
Q05519,Q08170,1
P04406,P63162,0
Q99973,Q9BYG3,0
Q15397,Q8WXF0,0
Q7Z2T5,Q8IX01,0
P08621,Q16600,0
Q15415,Q9H0J9,0
Q07955,Q9UPN6,0
P0DJD3,Q15415,0
P84103,Q08170,1
O15541,Q9NWB1,0
Q07955,Q9BYG3,1
Q13243,Q7Z2W4,1
Q7Z2W4,Q9H0L4,0
Q13243,Q86U06,0
P08621,Q9H9Z2,0
O95218,Q7Z2W4,0
Q05519,Q13242,1
Q13243,Q15397,1
Q9BYG3,Q9Y2T7,1
P79522,Q9BYG3,0
Q14151,Q9UPN6,0
Q16587,Q9UPN6,0
P84103,Q12872,0
P79522,Q8N5P1,1
P08621,P63162,1
Q13243,Q9H9Z2,1
P08621,Q8WXF0,1
P84103,Q15397,1
P08621,P09012,1
O95104,Q96QC0,0
O75152,P47974,0
Q8N5P1,Q9Y2T7,1
P09651,Q9UPN6,0
P09012,Q96QC0,0
Q15415,Q969L4,0
Q13243,Q9BRL6,0
Q15397,Q9BYG3,1
Q99973,Q9BRA0,0
Q15397,Q96K80,1
Q86TM3,Q8WVV9,0
Q4VXU2,Q8WU68,0
P10155,Q14493,0
Q08170,Q9Y2T7,1
O75152,P84103,1
Q07955,Q9BYG3,1
P79522,Q86V81,0
Q07955,Q9BYG3,1
P08621,Q8WXF0,1
Q9BX46,Q9NQZ3,0
O75152,Q14151,1
O60812,O75152,1
P48200,Q9BX46,0
Q8N5P1,Q9NXG2,1
P79522,Q8N5P1,1
P84103,Q15397,1
Q15397,Q9BYG3,1
Q9BX46,Q9NR90,0
Q07955,Q15397,1
P08621,P63162,1
P48200,Q9H9Z2,1
Q16600,Q8WXA9,0
Q8N5P1,Q9H9Z2,1
P52597,Q9NR90,0
O15042,Q9GZT3,0
Q969L4,Q9NQZ3,0
P63162,Q96PK6,0
P48200,Q9H9Z2,1
P84103,Q8WXF0,1
Q5SZQ8,Q9BRA0,0
Q9BYG3,Q9H9Z2,1
P63162,Q8WVV9,0
Q9BX46,Q9H0J9,0
Q7Z2W4,Q96J87,0
P84103,Q8WXF0,1
P84103,Q15397,1
P79522,Q8N5P1,1
Q86V81,Q9NR90,0
Q86SG3,Q96J87,0
P48200,P60484,0
O75152,Q5SZQ8,0
O43251,Q969L4,0
P79522,Q7Z2W4,1
Q15397,Q9H9Z2,1
Q86SG3,Q9BWF3,0
P26651,Q9BRL6,0
P04406,Q5SZQ8,0
P98179,Q5SZQ8,0
P0DJD3,Q8WXA9,0
Q7Z2W4,Q9H9Z2,1
Q08170,Q96K80,1
Q9BYG3,Q9Y2T7,1
O15047,Q13242,0
O95218,Q13247,0
O75152,Q9H361,0
P41214,Q96K80,0
Q05519,Q8WXF0,1
O95218,Q9BX46,0
O95319,Q86U42,0
P21399,Q96QC0,0
Q86U42,Q8N6W0,0
P26651,Q08170,0
Q86V81,Q8IWZ8,0
Q16600,Q9NR90,0
Q07955,Q13243,1
Q07955,Q15397,1
P84103,Q08170,1
Q05519,Q8IX01,0
P79522,Q8N5P1,1
Q08170,Q9Y2T7,1
P09012,Q16600,0
Q08170,Q96K80,1
O60812,Q96K80,1
P08621,P63162,1
O75152,Q86TM3,0
Q7Z2W4,Q9H9Z2,1
Q7Z2W4,Q9H9Z2,1
Q15397,Q96K80,1
Q13243,Q9H9Z2,1
Q15365,Q92879,0
P48200,Q86V81,1
Q08170,Q9Y2T7,1
Q15397,Q8IX01,0
Q05519,Q13242,1
Q08170,Q9Y2T7,1
Q15397,Q7Z2W4,1
P09012,P63162,1
O43251,Q9Y2T7,0
Q9NR90,Q9UPS6,0
O43251,Q13064,0
Q8N5P1,Q9H9Z2,1
Q13243,Q15397,1
O43251,Q9BX46,0
P09012,Q9UNW9,0
Q8N5P1,Q9NXG2,1
O95319,Q96QC0,0
P09651,Q9NXG2,0
Q4VXU2,Q9BWF3,0
O75152,Q92879,0
Q7Z2T5,Q9BTD8,0
O15504,Q99973,0
O15047,O75152,0
O60812,O75152,1
Q08170,Q8WXF0,1
P08621,P09012,1
Q13243,Q96K80,1
O95104,Q13064,0
Q8IX01,Q9NWB1,0
P09651,Q14493,0
Q96QC0,Q9BWF3,0
O14979,P63162,0
Q13243,Q9H9Z2,1
P48200,Q86V81,1
P79522,Q9NQS3,0
Q08170,Q96K80,1
P08621,Q8WXF0,1
P98179,Q6ZN04,0
Q16587,Q6ZN04,0
P84103,Q8WXF0,1
Q13243,Q9BYG3,1
Q15397,Q96K80,1
Q86V81,Q9BWF3,0
O60812,Q96K80,1
P08621,Q8WXF0,1
P10155,P84103,1
Q15397,Q7Z2W4,1
Q15397,Q9BX46,0
O95104,Q9BX46,0
Q8N5P1,Q9NXG2,1
Q15365,Q16629,0
P08621,Q16629,0
Q9BYG3,Q9Y2T7,1
P55795,Q92945,0
Q07955,Q9BYG3,1
O75152,Q14151,1
Q8N5P1,Q9Y2T7,1
Q07955,Q13243,1
P08621,Q8WXF0,1
O15042,P09012,0
O95218,Q96PK6,0
Q08170,Q13243,1
Q15397,Q9BWF3,1
Q99973,Q9H0L4,0
Q13243,Q15397,1
O95319,Q9UNW9,0
Q13243,Q7Z2W4,1
Q08170,Q8IX01,0
P48200,Q9H9Z2,1
Q96QC0,Q9NXG2,0
Q07955,Q9BYG3,1
P09012,Q92945,0
Q14493,Q8WXA9,0
P84103,Q8WXF0,1
O43251,Q8IX01,0
O75152,P98179,0
Q13243,Q9Y4F3,0
Q05519,Q13242,1
Q05519,Q9UPT8,0
Q13243,Q9H9Z2,1
Q13243,Q15397,1
P09651,Q13117,0
Q13243,Q15397,1
P57052,Q92879,0
Q7Z2W4,Q9H9Z2,1
Q15397,Q9BWF3,1
Q08170,Q8WXF0,1
Q15397,Q9BWF3,1
Q8N2M8,Q9BRA0,0
Q7Z2W4,Q9BYG3,1
Q13243,Q9UNW9,0
P79522,Q8N5P1,1
Q08170,Q13243,1
Q08170,Q9Y2T7,1
P0DJD3,Q969L4,0
Q08170,Q96K80,1
P55795,Q12872,0
Q08170,Q9Y2T7,1
P21399,P41214,0
Q15397,Q9BYG3,1
P10155,P84103,1
Q08170,Q8WVV9,0
O60812,Q96K80,1
Q08170,Q96K80,1
Q07955,Q15397,1
O60812,O75152,1
P08621,P09012,1
Q05519,Q13064,0
P09012,P63162,1
P84103,Q08170,1
Q08170,Q8WXF0,1
Q13243,Q86U42,0
P79522,Q7Z2W4,1
P84103,Q8WXF0,1
P08621,Q92879,0
O60812,O75152,1
Q13243,Q96K80,1
P09012,P63162,1
O43251,Q8NDT2,0
Q07955,Q13064,0
Q8IWZ8,Q9H361,0
Q96K80,Q9BRA0,0
Q08170,Q9H0L4,0
Q16587,Q86U06,0
Q05519,Q13242,1
Q05519,Q08170,1
P08621,Q8WXF0,1
P84103,Q08170,1
P09012,Q9BTD8,0
Q9BYG3,Q9Y2T7,1
Q07955,Q15397,1
P52597,Q99973,0
O95758,Q8IX01,0
P09012,P63162,1
O75494,Q8WVV9,0
Q13243,Q9H9Z2,1
P60484,Q460N5,0
O43251,Q01130,0
Q15365,Q15397,0
Q86V81,Q8WU68,0
O60812,Q96K80,1
Q13117,Q86U06,0
Q9BTD8,Q9GZT3,0
Q8N5P1,Q9Y2T7,1
Q8WU68,Q9H0J9,0
Q8WXF0,Q9H9Z2,1
Q05519,Q8WXF0,1
P08621,P09012,1
Q07955,Q8N5P1,1
Q4VXU2,Q9UPN6,0
Q13243,Q96K80,1
Q13243,Q92945,0
A6NDE4,O95104,0
O60812,Q14493,0
P98179,Q9H361,0
Q16629,Q96QC0,0
Q05519,Q86V81,0
O75152,P84103,1
Q07955,Q9BYG3,1
Q08170,Q6ZN04,0
P08621,P63162,1
Q9H0J9,Q9NWB1,0
Q9UNW9,Q9UPN6,0
Q9H9Z2,Q9NXG2,1
O95319,Q8N6W0,0
Q7Z2W4,Q9H361,0
Q9NQS3,Q9NQZ3,0
Q99973,Q9Y4F3,0
Q6ZN04,Q9Y4F3,0
Q13064,Q53GL7,0
P84103,Q15397,1
O60812,O75152,1
P08621,Q8WXF0,1
Q8N5P1,Q9NXG2,1
P48200,Q16587,0
Q15397,Q7Z2W4,1
P10155,P84103,1
O15042,Q13117,0
Q13242,Q9UNW9,0
O43251,Q15365,0
Q05519,Q8WXF0,1
O75494,Q14493,0
P48200,Q86V81,1
P08621,P63162,1
Q13117,Q86TM3,0
Q13064,Q4VXU2,0
Q9H9Z2,Q9NXG2,1
P84103,Q8WXF0,1
O15047,Q86TM3,0
Q86U42,Q9UPN6,0
O95218,Q9GZT3,0
Q8WXF0,Q9H9Z2,1
Q08170,Q8WXF0,1
Q07955,Q7Z2W4,1
Q99973,Q9NQS3,0
O95319,Q86SG3,0
Q9UPT8,Q9Y2T7,0
Q08170,Q13243,1
Q13247,Q99973,0
Q08170,Q13243,1
O75152,P84103,1
Q08170,Q13243,1
Q13243,Q9BYG3,1
P26368,Q8WU68,0
O15042,O95218,0
Q13243,Q15397,1
Q13243,Q9H9Z2,1
O95104,Q5SZQ8,0
P08621,P63162,1
O60812,O75152,1
O60812,O75152,1
Q7Z2W4,Q96K80,1
O15042,Q13247,0
Q9BYG3,Q9Y2T7,1
Q7Z2W4,Q9H9Z2,1
Q05519,Q08170,1
Q969L4,Q96J87,0
P08621,P09012,1
O60812,O75152,1
Q14493,Q6ZN04,0
Q05519,Q13242,1
Q05519,Q13242,1
O95218,Q6ZN04,0
Q8N2M8,Q9UPN6,0
Q13064,Q16587,0
P84103,Q08170,1
P52597,Q86U06,0
Q14493,Q969L4,0
P79522,Q9NQZ3,0
Q86V81,Q9BYG3,0
Q15397,Q9H9Z2,1
P08621,P63162,1
Q9BYG3,Q9H9Z2,1
Q13247,Q16629,0
Q15397,Q9BYG3,1
Q05519,Q92945,0
Q9H9Z2,Q9NXG2,1
P84103,Q15397,1
P26368,Q9BRL6,0
Q96K80,Q9BYG3,1
O75494,Q6ZN04,0
Q07955,Q8N5P1,1
P79522,Q9BZC1,0
Q13243,Q9H9Z2,1
Q14493,Q5SZQ8,0
P60484,Q9H9Z2,0
Q14493,Q9BYG3,0
Q13243,Q9H9Z2,1
P26651,Q5SZQ8,0
O75152,Q14151,1
Q8IWZ8,Q9BX46,0
P09651,Q13243,0
Q8N5P1,Q9NXG2,1
O75152,Q14151,1
Q7Z2W4,Q9BYG3,1
Q15397,Q96K80,1
P48200,Q9H9Z2,1
Q8N5P1,Q9Y2T7,1
A6NDE4,Q05519,0
Q9H9Z2,Q9NXG2,1
Q15397,Q9BWF3,1
Q4VXU2,Q9UNW9,0
Q9H9Z2,Q9NXG2,1
Q13243,Q96K80,1
Q08170,Q13243,1
Q13243,Q15397,1
Q13117,Q7Z2W4,0
Q05519,Q13242,1
P08621,P63162,1
Q9H9Z2,Q9NXG2,1
Q86V81,Q9BRA0,0
Q13243,Q9BYG3,1
Q86U42,Q9UNW9,0
P79522,Q8N5P1,1
P48200,Q86V81,1
Q14151,Q53GL7,0
Q9BYG3,Q9H9Z2,1
Q6ZN04,Q8N6W0,0
Q05519,Q08170,1
Q15397,Q7Z2W4,1
P79522,Q8N5P1,1
P48200,Q86V81,1
Q05519,Q8WXF0,1
Q13243,Q7Z2W4,1
P08621,Q99973,0
Q08170,Q8WXF0,1
Q15397,Q7Z2W4,1
P09012,P63162,1
Q07955,Q8N5P1,1
P21399,Q13247,0
O75152,P84103,1
Q07955,Q9BYG3,1
Q13243,Q9H9Z2,1
O60812,Q92879,0
P48200,Q86V81,1
Q8N6W0,Q8WVV9,0
P08621,Q8WXF0,1
Q07955,Q13243,1
Q8N5P1,Q9H9Z2,1
Q13243,Q9BYG3,1
Q15397,Q96K80,1
Q15397,Q9BYG3,1
Q13247,Q9BTD8,0
Q7Z2W4,Q96K80,1
P79522,Q9Y2T7,0
Q14493,Q9BRL6,0
Q8N5P1,Q9Y2T7,1
O60812,O75152,1
Q96K80,Q9BYG3,1
Q07955,Q7Z2W4,1
Q9BYG3,Q9H9Z2,1
P10155,Q9Y4F3,0
Q15365,Q9NQZ3,0
Q05519,Q13242,1
Q8IX01,Q9H361,0
P48200,Q9H9Z2,1
Q96QC0,Q9BZC1,0
Q15365,Q9UNW9,0
P26651,Q53GL7,0
Q8N5P1,Q9NXG2,1
P08621,Q8WXF0,1
P08621,P09012,1
Q8WXF0,Q9H9Z2,1
P79522,Q7Z2W4,1
P08621,P63162,1
P10155,Q9UPN6,0
P08621,P63162,1
P55795,Q96J87,0
P79522,Q8NDT2,0
Q8N5P1,Q9NWB1,0
Q14151,Q96K80,0
Q08170,Q13243,1
P47974,Q86TM3,0
Q13243,Q9H9Z2,1
Q07955,Q7Z2W4,1
Q08170,Q13243,1
P10155,P52597,0
P84103,Q16600,0
Q07955,Q9BYG3,1
P08621,P63162,1
O95104,O95218,0
Q13243,Q7Z2W4,1
Q07955,Q8N5P1,1
P08621,P09012,1
P10155,Q9BYG3,0
Q7Z2W4,Q9H9Z2,1
Q13243,Q9BYG3,1
Q14493,Q53GL7,0
